"","gloveOrHand","observation","year","iNaturalistID","observed_on","latitude","longitude","positional_accuracy","quality_grade","license","captive","taxon_id","recorded_by"
"179",0,"https://www.inaturalist.org/observations/57357214",2013,"57357214","2013-09-13","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,40270,"carlosfunes37"
"180",1,"https://www.inaturalist.org/observations/57357218",2013,"57357218","2013-09-13","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,41039,"carlosfunes37"
"181",1,"https://www.inaturalist.org/observations/57357219",2013,"57357219","2013-09-13","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,41013,"carlosfunes37"
"182",0,"https://www.inaturalist.org/observations/57357221",2013,"57357221","2013-09-13","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,41092,"carlosfunes37"
"183",1,"https://www.inaturalist.org/observations/57357223",2013,"57357223","2013-09-13","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,846304,"carlosfunes37"
"184",1,"https://www.inaturalist.org/observations/57357224",2013,"57357224","2013-09-13","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,40520,"carlosfunes37"
"185",1,"https://www.inaturalist.org/observations/57357226",2013,"57357226","2013-09-17","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,41180,"carlosfunes37"
"186",1,"https://www.inaturalist.org/observations/57357228",2013,"57357228","2013-09-18","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,40477,"carlosfunes37"
"187",1,"https://www.inaturalist.org/observations/57357231",2013,"57357231","2013-09-18","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,40477,"carlosfunes37"
"188",1,"https://www.inaturalist.org/observations/57357232",2013,"57357232","2013-09-20","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,41168,"carlosfunes37"
"189",1,"https://www.inaturalist.org/observations/57357235",2013,"57357235","2013-09-22","13.9309626543","-87.1568290851",1000,"research","CC-BY",FALSE,41180,"carlosfunes37"
"190",1,"https://www.inaturalist.org/observations/57357238",2013,"57357238","2013-09-23","13.9309626543","-87.1568290851",1000,"needs_id","CC-BY",FALSE,846304,"carlosfunes37"
"191",0,"https://www.inaturalist.org/observations/57409441",2017,"57409441","2017-05-10","4.1067792444","-72.0518109575",1142,"needs_id","CC-BY-NC",FALSE,41103,"juandavidrodriguez"
"192",0,"https://www.inaturalist.org/observations/57442695",2016,"57442695","2016-06-04","-5.540285","-75.732261",83,"needs_id","CC-BY-NC-ND",FALSE,846304,"henicorhina"
"193",1,"https://www.inaturalist.org/observations/57465281",2020,"57465281",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",0,"https://www.inaturalist.org/observations/57511570",2020,"57511570","2020-08-22","21.8672673115","-101.5925851464",22308,"research","CC-BY-NC",FALSE,40523,"imix-akbal"
"195",0,"https://www.inaturalist.org/observations/57569161",2017,"57569161","2017-04-04","4.2656605604","-71.4913589323",977,"needs_id","CC-BY-NC",FALSE,210142,"juandavidrodriguez"
"196",0,"https://www.inaturalist.org/observations/57569918",2017,"57569918","2017-04-04","4.2711495133","-71.4720621951",488,"needs_id","CC-BY-NC",FALSE,41335,"juandavidrodriguez"
"197",0,"https://www.inaturalist.org/observations/57570275",2017,"57570275","2017-04-04","4.2584103772","-71.4828201393",977,"research","CC-BY-NC",FALSE,41396,"juandavidrodriguez"
"198",0,"https://www.inaturalist.org/observations/57570498",2017,"57570498","2017-04-04","4.2651921398","-71.4728483957",488,"needs_id","CC-BY-NC",FALSE,846199,"juandavidrodriguez"
"199",0,"https://www.inaturalist.org/observations/57570756",2017,"57570756","2017-04-04","4.2729530706","-71.4321090981",244,"needs_id","CC-BY-NC",FALSE,846304,"juandavidrodriguez"
"200",0,"https://www.inaturalist.org/observations/57576657",2020,"57576657","2020-08-22","35.6164773399","1.6766555607",16829,"research","CC-BY-NC",FALSE,40383,"belhaouaslynda"
"201",0,"https://www.inaturalist.org/observations/57610407",2020,"57610407","2020-08-20","11.9908172692","-86.3500723401",15,"research","CC-BY-NC",FALSE,41017,"apapachoa"
"202",0,"https://www.inaturalist.org/observations/57673280",2020,"57673280","2020-08-20","11.9909756667","-86.3489784722",0,"research","CC0",FALSE,41017,"geralg"
"203",0,"https://www.inaturalist.org/observations/57706156",2020,"57706156","2020-08-26","21.8315161","-101.8177524",0,"research","CC-BY-NC",FALSE,40509,"imix-akbal"
"204",1,"https://www.inaturalist.org/observations/57722031",2020,"57722031",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",0,"https://www.inaturalist.org/observations/57783941",2017,"57783941",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",0,"https://www.inaturalist.org/observations/57787582",2020,"57787582",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1,"https://www.inaturalist.org/observations/57818216",2020,"57818216",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",0,"https://www.inaturalist.org/observations/57905329",2019,"57905329","2019-12-14","1.3668681462","103.8847320053",1,"needs_id","CC-BY-NC",FALSE,40269,"wsteo"
"209",1,"https://www.inaturalist.org/observations/57905459",2019,"57905459","2019-09-16","47.6350839032","-58.1483870745",2613,"research","CC-BY-NC",FALSE,40523,"whale_nerd"
"210",0,"https://www.inaturalist.org/observations/57928979",2009,"57928979","2009-06-24","18.483959","-95.0099249",2997,"needs_id","CC-BY-NC",FALSE,41089,"ivanpazvinas"
"211",1,"https://www.inaturalist.org/observations/57928981",2009,"57928981","2009-06-24","18.483959","-95.0099249",2997,"needs_id","CC-BY-NC",FALSE,41089,"ivanpazvinas"
"212",0,"https://www.inaturalist.org/observations/57928982",2009,"57928982","2009-06-24","18.483959","-95.0099249",2997,"research","CC-BY-NC",FALSE,41012,"ivanpazvinas"
"213",0,"https://www.inaturalist.org/observations/57928983",2009,"57928983","2009-06-24","18.483959","-95.0099249",2997,"needs_id","CC-BY-NC",FALSE,41216,"ivanpazvinas"
"214",1,"https://www.inaturalist.org/observations/57928995",2009,"57928995","2009-06-25","18.483959","-95.0099249",2997,"research","CC-BY-NC",FALSE,41168,"ivanpazvinas"
"215",0,"https://www.inaturalist.org/observations/57929003",2009,"57929003","2009-06-25","18.483959","-95.0099249",2997,"research","CC-BY-NC",FALSE,41005,"ivanpazvinas"
"216",1,"https://www.inaturalist.org/observations/57929004",2009,"57929004","2009-06-25","18.4865850648","-95.1011943358",2997,"research","CC-BY-NC",FALSE,74514,"ivanpazvinas"
"217",0,"https://www.inaturalist.org/observations/57929005",2009,"57929005","2009-06-25","18.4073088439","-95.1212580573",2997,"research","CC-BY-NC",FALSE,41153,"ivanpazvinas"
"218",0,"https://www.inaturalist.org/observations/58050534",2020,"58050534","2020-08-30","55.1565033086","20.8379715309",175,"needs_id","CC-BY-NC",FALSE,40269,"prutkina_lina"
"219",0,"https://www.inaturalist.org/observations/58085187",2008,"58085187","2008-12-02","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,207845,"aeleon"
"220",0,"https://www.inaturalist.org/observations/58085240",2008,"58085240","2008-12-03","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,41026,"aeleon"
"221",0,"https://www.inaturalist.org/observations/58085241",2008,"58085241","2008-12-03","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,846304,"aeleon"
"222",0,"https://www.inaturalist.org/observations/58085246",2008,"58085246","2008-12-03","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,207845,"aeleon"
"223",0,"https://www.inaturalist.org/observations/58085248",2008,"58085248","2008-12-03","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,846304,"aeleon"
"224",0,"https://www.inaturalist.org/observations/58085251",2008,"58085251","2008-12-03","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,41026,"aeleon"
"225",0,"https://www.inaturalist.org/observations/58085276",2008,"58085276","2008-12-04","-1.0662097","-77.616435",225,"needs_id","CC-BY-NC",FALSE,41335,"aeleon"
"226",0,"https://www.inaturalist.org/observations/58149276",2009,"58149276",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",1,"https://www.inaturalist.org/observations/58153447",2000,"58153447",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0,"https://www.inaturalist.org/observations/58154062",2005,"58154062",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0,"https://www.inaturalist.org/observations/58177479",2019,"58177479","2019-11-21","21.3529283333","-88.9028783333",0,"research","CC-BY-NC-SA",FALSE,41005,"juancruzado"
"230",0,"https://www.inaturalist.org/observations/58194683",2020,"58194683","2020-08-31","20.209491644","-89.4990749958",0,"research","CC-BY-NC-SA",FALSE,74643,"sebastian_hb"
"231",1,"https://www.inaturalist.org/observations/58197641",2020,"58197641","2020-08-30","-31.7385222056","-60.8332770649",8,"research","CC-BY-NC-ND",FALSE,852379,"francof"
"232",1,"https://www.inaturalist.org/observations/58203973",2020,"58203973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",1,"https://www.inaturalist.org/observations/58205544",2020,"58205544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0,"https://www.inaturalist.org/observations/58208840",2019,"58208840",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",0,"https://www.inaturalist.org/observations/58223593",2020,"58223593",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1,"https://www.inaturalist.org/observations/58244402",2020,"58244402","2020-09-01","39.4174915524","-92.4290304484",529,"research","CC-BY-NC",FALSE,40509,"cherishashton"
"237",0,"https://www.inaturalist.org/observations/58257136",2009,"58257136","2009-11-09","8.48022","-83.5894357",210,"research","CC-BY-NC",FALSE,40635,"laughingfalcon"
"238",1,"https://www.inaturalist.org/observations/58266583",2020,"58266583","2020-07-29","49.9796729639","12.0535542816",269254,"needs_id","CC-BY-NC",FALSE,40314,"vally---------"
"239",1,"https://www.inaturalist.org/observations/58279574",2020,"58279574",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1,"https://www.inaturalist.org/observations/58303795",2020,"58303795","2020-09-01","37.369857168","-118.3869894155",566,"needs_id","CC-BY-NC",FALSE,40270,"jolieg"
"241",0,"https://www.inaturalist.org/observations/58356659",2020,"58356659","2020-09-01","46.70982","15.77584167",24,"research","CC-BY-NC",FALSE,40415,"thereser"
"242",0,"https://www.inaturalist.org/observations/58357496",2018,"58357496",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",0,"https://www.inaturalist.org/observations/58364547",2009,"58364547","2009-03-29","23.4840221356","-104.4152494415",1586,"research","CC-BY-NC",FALSE,41182,"nininaredred"
"244",0,"https://www.inaturalist.org/observations/58364618",2009,"58364618","2009-03-29","23.4676358102","-104.4186052291",1586,"research","CC-BY-NC",FALSE,40342,"nininaredred"
"245",0,"https://www.inaturalist.org/observations/58364718",2009,"58364718","2009-03-29","23.4577930433","-104.4188629626",1586,"needs_id","CC-BY-NC",FALSE,40269,"nininaredred"
"246",0,"https://www.inaturalist.org/observations/58371569",2020,"58371569","2020-09-02","31.73751167","-109.69746333",7,"research","CC-BY-NC",FALSE,40614,"pseudomyrmex"
"247",1,"https://www.inaturalist.org/observations/58391018",2020,"58391018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0,"https://www.inaturalist.org/observations/58411669",2009,"58411669",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0,"https://www.inaturalist.org/observations/58418406",2020,"58418406","2020-04-03","21.1880930754","-102.7457858625",31,"research","CC-BY-NC",FALSE,40342,"biosmike"
"250",1,"https://www.inaturalist.org/observations/58433539",2019,"58433539","2019-01-11","21.3583026842","-88.9305929804",122,"research","CC-BY-NC-SA",FALSE,41168,"juancruzado"
"251",1,"https://www.inaturalist.org/observations/58478420",2020,"58478420","2020-09-02","20.677935","-101.339022",122,"research","CC-BY-NC",FALSE,41254,"efrenbiologia"
"252",1,"https://www.inaturalist.org/observations/58528479",2020,"58528479",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0,"https://www.inaturalist.org/observations/58560533",2020,"58560533",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",1,"https://www.inaturalist.org/observations/58654581",2020,"58654581","2020-02-22","42.373198848","-8.7364657223",119,"needs_id","CC-BY-NC",FALSE,40355,"casqueiro"
"255",0,"https://www.inaturalist.org/observations/58687060",2010,"58687060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0,"https://www.inaturalist.org/observations/58687087",2010,"58687087",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",1,"https://www.inaturalist.org/observations/58687348",2010,"58687348",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0,"https://www.inaturalist.org/observations/58687439",2010,"58687439",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",0,"https://www.inaturalist.org/observations/58718417",2015,"58718417","2015-10-28","37.0244222505","-6.2320843681",7795,"research","CC-BY-NC",FALSE,40576,"manuel_ruedi"
"260",0,"https://www.inaturalist.org/observations/58754846",2002,"58754846","2002-06-26","46.45","74.0",40000,"research","CC-BY-NC-SA",FALSE,40446,"sindic"
"261",1,"https://www.inaturalist.org/observations/58805903",2020,"58805903","2020-09-03","-33.5182559672","-71.1234330017",42,"research","CC-BY-NC",FALSE,41301,"myotischile"
"262",0,"https://www.inaturalist.org/observations/58832519",2020,"58832519","2020-09-06","45.6466460643","9.8285777464",2,"needs_id","CC-BY-NC",FALSE,40270,"alesmazzo"
"263",1,"https://www.inaturalist.org/observations/58910116",2020,"58910116","2020-06-01","-24.363123123","-47.0243669982",1,"research","CC-BY-NC",FALSE,41006,"bioventura"
"264",1,"https://www.inaturalist.org/observations/58959736",2020,"58959736",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",1,"https://www.inaturalist.org/observations/58960867",2020,"58960867",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",1,"https://www.inaturalist.org/observations/58971964",2020,"58971964","2020-09-08","60.4113592073","21.8424283339",17,"research","CC0",FALSE,74314,"eesaari_lo"
"267",1,"https://www.inaturalist.org/observations/58984746",2020,"58984746","2020-09-08","42.7814913114","10.1602211595",17,"research","CC-BY-NC",FALSE,40573,"emilianomori"
"268",1,"https://www.inaturalist.org/observations/59021925",2018,"59021925","2018-07-17","41.6214252693","-80.4541924361",231,"needs_id","CC-BY",FALSE,40509,"josiah"
"269",0,"https://www.inaturalist.org/observations/59108922",2018,"59108922","2018-03-08","16.4583660117","-85.8675243016",36,"research","CC-BY-NC",FALSE,41090,"rolandrumm"
"270",0,"https://www.inaturalist.org/observations/59181960",2020,"59181960","2020-09-10","19.332926895","-98.1936979294",21,"research","CC-BY-NC",FALSE,41301,"axlramone"
"271",0,"https://www.inaturalist.org/observations/59195496",2017,"59195496","2017-11-30","14.3686535278","-89.5182800556",0,"needs_id","CC-BY-NC",FALSE,40991,"nestorh"
"272",0,"https://www.inaturalist.org/observations/59195497",2017,"59195497","2017-11-30","14.3685651944","-89.5183276667",0,"research","CC-BY-NC",FALSE,41153,"nestorh"
"273",1,"https://www.inaturalist.org/observations/59198593",2020,"59198593",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",0,"https://www.inaturalist.org/observations/59249013",2018,"59249013","2018-08-24","-26.9064177148","-49.0257124069",22,"needs_id","CC-BY-NC",FALSE,40286,"liuid"
"275",1,"https://www.inaturalist.org/observations/59275226",2020,"59275226",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",1,"https://www.inaturalist.org/observations/59275384",2020,"59275384",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",1,"https://www.inaturalist.org/observations/59275734",2020,"59275734",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",0,"https://www.inaturalist.org/observations/59327006",2020,"59327006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",1,"https://www.inaturalist.org/observations/59382843",2016,"59382843",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",1,"https://www.inaturalist.org/observations/59383913",2017,"59383913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",1,"https://www.inaturalist.org/observations/59386625",2017,"59386625",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1,"https://www.inaturalist.org/observations/59386960",2017,"59386960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",1,"https://www.inaturalist.org/observations/59387313",2017,"59387313",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",1,"https://www.inaturalist.org/observations/59387969",2017,"59387969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",0,"https://www.inaturalist.org/observations/59388473",2020,"59388473","2020-09-12","19.2964953377","-99.1038576141",13,"research","CC-BY-NC",FALSE,41301,"jaime_cedeno"
"286",1,"https://www.inaturalist.org/observations/59390144",2017,"59390144",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",0,"https://www.inaturalist.org/observations/59418627",2017,"59418627",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",0,"https://www.inaturalist.org/observations/59419016",2017,"59419016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",0,"https://www.inaturalist.org/observations/59419189",2017,"59419189",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",1,"https://www.inaturalist.org/observations/59424239",2017,"59424239",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",0,"https://www.inaturalist.org/observations/59425115",2017,"59425115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",0,"https://www.inaturalist.org/observations/59460097",2005,"59460097","2005-07-06","44.3101886429","-79.235403909",10,"research","CC-BY-NC",FALSE,40346,"burke_korol"
"293",0,"https://www.inaturalist.org/observations/59554827",2013,"59554827","2013-11-13","27.0983555","92.8178291",200,"needs_id","CC-BY",FALSE,40627,"ajamalabad"
"294",1,"https://www.inaturalist.org/observations/59606392",2015,"59606392","2015-10-18","-12.664687","-76.667879",15,"research","CC-BY-NC",FALSE,40998,"bio_jpacheco"
"295",1,"https://www.inaturalist.org/observations/59606394",2015,"59606394","2015-10-18","-12.664687","-76.667879",0,"research","CC-BY-NC",FALSE,40998,"bio_jpacheco"
"296",1,"https://www.inaturalist.org/observations/59606395",2015,"59606395","2015-10-26","-12.664687","-76.667879",0,"research","CC-BY-NC",FALSE,41168,"bio_jpacheco"
"297",1,"https://www.inaturalist.org/observations/59606398",2016,"59606398","2016-08-04","-12.404167","-75.850833",0,"research","CC-BY-NC",FALSE,41040,"bio_jpacheco"
"298",0,"https://www.inaturalist.org/observations/59606399",2013,"59606399","2013-09-17","-12.7242340959","-76.720096755",132,"needs_id","CC-BY-NC",FALSE,40270,"bio_jpacheco"
"299",0,"https://www.inaturalist.org/observations/59609544",2016,"59609544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1,"https://www.inaturalist.org/observations/59610172",2017,"59610172",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",0,"https://www.inaturalist.org/observations/59617569",2020,"59617569","2020-09-12","-2.7957205","-78.7674562",2926,"needs_id","CC-BY-NC",FALSE,40991,"mauricio_bonifaz"
"302",1,"https://www.inaturalist.org/observations/59635625",2020,"59635625","2020-09-14","-33.7930466179","-71.2434303761",2104,"research","CC-BY",FALSE,41301,"delafuentedario"
"303",0,"https://www.inaturalist.org/observations/59826958",2010,"59826958","2010-02-03","39.9368363","-120.9471764",2490,"research","CC-BY-NC",FALSE,40614,"sallen2347"
"304",0,"https://www.inaturalist.org/observations/59871363",2020,"59871363","2020-07-30","52.4077110529","1.6081008255",8,"research","CC-BY-NC",FALSE,40416,"caroline3105"
"305",1,"https://www.inaturalist.org/observations/59879279",2020,"59879279","2020-09-17","53.242854921","6.6145262495",17,"needs_id","CC-BY",FALSE,40355,"torwart"
"306",1,"https://www.inaturalist.org/observations/59901716",2020,"59901716",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",0,"https://www.inaturalist.org/observations/59922602",2020,"59922602","2020-09-13","27.0144710297","-108.8772853114",0,"research","CC-BY-NC",FALSE,41143,"rafayellow"
"308",1,"https://www.inaturalist.org/observations/59923272",2020,"59923272","2020-09-17","12.107250545","-68.8922713324",22,"needs_id","CC-BY-NC",FALSE,210142,"patrickas"
"309",0,"https://www.inaturalist.org/observations/59924730",2020,"59924730","2020-09-17","49.2811555645","-119.6758814902",216,"research","CC-BY-NC",FALSE,40354,"chowarth"
"310",1,"https://www.inaturalist.org/observations/59925302",2020,"59925302","2020-09-17","45.1820290388","-93.0852036913",28,"research","CC-BY-NC",FALSE,40509,"etvehe"
"311",0,"https://www.inaturalist.org/observations/59951060",2020,"59951060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",0,"https://www.inaturalist.org/observations/59954843",2020,"59954843","2020-07-29","52.1416664191","7.2177912667",135,"needs_id","CC-BY-NC",FALSE,40355,"kreysler94"
"313",1,"https://www.inaturalist.org/observations/59956121",2020,"59956121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",1,"https://www.inaturalist.org/observations/59972250",2020,"59972250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",1,"https://www.inaturalist.org/observations/60006306",2020,"60006306","2020-08-24","11.1965","-60.7885861111",5,"needs_id","CC-BY-NC",FALSE,207845,"figtree"
"316",1,"https://www.inaturalist.org/observations/60011546",2020,"60011546","2020-08-12","33.6153151976","-108.7455147374",244,"research","CC-BY-NC",FALSE,40343,"brian35"
"317",1,"https://www.inaturalist.org/observations/60058991",2020,"60058991","2020-09-16","50.7968686026","16.2509428762",1614,"research","CC-BY-NC",FALSE,74697,"em7915"
"318",1,"https://www.inaturalist.org/observations/60081729",2020,"60081729",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",1,"https://www.inaturalist.org/observations/60122275",2017,"60122275","2017-07-29","33.655693777","-111.7873635",207,"needs_id","CC-BY-NC",FALSE,40270,"larivera"
"320",0,"https://www.inaturalist.org/observations/60122276",2017,"60122276","2017-07-29","33.655693777","-111.7873635",207,"needs_id","CC-BY-NC",FALSE,40270,"larivera"
"321",0,"https://www.inaturalist.org/observations/60122278",2017,"60122278","2017-07-29","33.655693777","-111.7873635",207,"needs_id","CC-BY-NC",FALSE,40270,"larivera"
"322",0,"https://www.inaturalist.org/observations/60127679",2017,"60127679","2017-08-17","33.772099","-111.6648949",191,"research","CC-BY-NC",FALSE,41147,"larivera"
"323",0,"https://www.inaturalist.org/observations/60127682",2017,"60127682","2017-08-17","33.772099","-111.6648949",191,"research","CC-BY-NC",FALSE,41147,"larivera"
"324",1,"https://www.inaturalist.org/observations/60209979",2020,"60209979","2020-09-19","42.6069556097","23.2285018797",0,"research","CC-BY-NC",FALSE,765528,"dimitrina_romanska"
"325",0,"https://www.inaturalist.org/observations/60228229",2020,"60228229","2020-09-19","42.6059725919","23.2277143706",42,"research","CC-BY",FALSE,765528,"stanimiradeleva"
"326",0,"https://www.inaturalist.org/observations/60290705",2018,"60290705","2018-11-08","10.5717941346","-84.0343538231",331,"research","CC-BY-NC",FALSE,41057,"mrbirding"
"327",1,"https://www.inaturalist.org/observations/60319239",2020,"60319239","2020-09-21","51.0760194131","0.457479246",175,"research","CC-BY-NC",FALSE,40364,"cathweeks"
"328",1,"https://www.inaturalist.org/observations/60319413",2020,"60319413","2020-09-21","51.07585974","0.4576405138",175,"needs_id","CC-BY-NC",FALSE,40355,"cathweeks"
"329",1,"https://www.inaturalist.org/observations/60338824",2020,"60338824","2020-07-12","50.7681237707","16.241364106",1898,"research","CC-BY-NC",FALSE,40573,"em7915"
"330",1,"https://www.inaturalist.org/observations/60339444",2020,"60339444","2020-09-20","999","999",1562,"research","CC-BY-NC",FALSE,41182,"axlramone"
"331",1,"https://www.inaturalist.org/observations/60339901",2020,"60339901","2020-09-20","999","999",816,"needs_id","CC-BY-NC",FALSE,74203,"axlramone"
"332",1,"https://www.inaturalist.org/observations/60386729",2020,"60386729","2020-09-21","48.157242","-69.665236",44,"research","CC-BY-NC",FALSE,40523,"jonathanboninbourgault"
"333",1,"https://www.inaturalist.org/observations/60447005",2020,"60447005","2020-02-12","-33.4497016117","-70.6313445792",46,"research","CC-BY",FALSE,41301,"delafuentedario"
"334",1,"https://www.inaturalist.org/observations/60464953",2015,"60464953","2015-10-22","19.5155578718","-90.5064095271",977,"research","CC-BY-NC",FALSE,41090,"raulcastillo52"
"335",1,"https://www.inaturalist.org/observations/60466274",2015,"60466274","2015-10-18","19.581767","-90.316616",724,"research","CC-BY-NC",FALSE,41005,"raulcastillo52"
"336",0,"https://www.inaturalist.org/observations/60466577",2015,"60466577","2015-10-18","19.581767","-90.316616",724,"research","CC-BY-NC",FALSE,41005,"raulcastillo52"
"337",0,"https://www.inaturalist.org/observations/60521221",2017,"60521221","2017-09-07","8.1928405483","-81.858195439",20070,"research","CC-BY-NC",FALSE,41071,"melky_89"
"338",0,"https://www.inaturalist.org/observations/60521418",2011,"60521418","2011-07-13","8.974551644","-80.2710240707",20639,"research","CC-BY-NC",FALSE,41075,"melky_89"
"339",0,"https://www.inaturalist.org/observations/60521604",2015,"60521604","2015-03-07","7.7626711","-77.6874469221",9949,"research","CC-BY-NC",FALSE,40485,"melky_89"
"340",0,"https://www.inaturalist.org/observations/60523067",2019,"60523067","2019-09-10","9.174952701","-79.5441243052",1113,"research","CC-BY-NC",FALSE,41122,"melky_89"
"341",0,"https://www.inaturalist.org/observations/60523352",2019,"60523352","2019-09-11","9.0026365555","-79.5598625019",73,"research","CC-BY-NC",FALSE,40635,"melky_89"
"342",0,"https://www.inaturalist.org/observations/60523618",2019,"60523618","2019-09-09","9.1751929972","-79.5431090891",1108,"research","CC-BY-NC",FALSE,210099,"melky_89"
"343",0,"https://www.inaturalist.org/observations/60581151",2020,"60581151","2020-09-22","39.1290571108","-95.9518781304",132,"research","CC-BY-NC",FALSE,40522,"casey_bruner"
"344",0,"https://www.inaturalist.org/observations/60627092",2013,"60627092","2013-09-16","-12.6642803127","-76.6678956896",77,"research","CC-BY-NC",FALSE,41090,"bio_jpacheco"
"345",0,"https://www.inaturalist.org/observations/60631193",2019,"60631193",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",0,"https://www.inaturalist.org/observations/60691593",2020,"60691593","2020-09-24","-32.233992724","152.4502233796",4,"needs_id","CC-BY-NC",FALSE,40554,"ianpeden"
"347",0,"https://www.inaturalist.org/observations/60725080",2014,"60725080",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",0,"https://www.inaturalist.org/observations/60800043",2019,"60800043","2019-12-01","8.9854937193","-79.5479994267",321,"research","CC-BY-NC",FALSE,41005,"melky_89"
"349",0,"https://www.inaturalist.org/observations/60803609",2015,"60803609","2015-01-12","8.0313127375","-77.7289787141",2003,"research","CC-BY-NC",FALSE,41160,"melky_89"
"350",0,"https://www.inaturalist.org/observations/60803862",2013,"60803862","2013-07-24","8.9999873785","-80.4559234902",5941,"research","CC-BY-NC",FALSE,197800,"melky_89"
"351",0,"https://www.inaturalist.org/observations/60875885",2019,"60875885","2019-03-09","33.5288241737","-81.7203664004",65,"research","CC-BY-NC",FALSE,40569,"pat_ry"
"352",0,"https://www.inaturalist.org/observations/61135502",2016,"61135502","2016-10-28","-12.0826725233","-76.9454210979",1246,"research","CC-BY-NC",FALSE,41090,"bio_jpacheco"
"353",0,"https://www.inaturalist.org/observations/61136323",2017,"61136323","2017-02-16","-3.8029588","-80.4984999",209,"needs_id","CC-BY-NC",FALSE,41090,"bio_jpacheco"
"354",0,"https://www.inaturalist.org/observations/61136718",2017,"61136718","2017-02-16","-3.8028249848","-80.4982263147",209,"needs_id","CC-BY-NC",FALSE,41254,"bio_jpacheco"
"355",0,"https://www.inaturalist.org/observations/61202487",2020,"61202487",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",1,"https://www.inaturalist.org/observations/61232666",2020,"61232666",NA,NA,NA,NA,NA,NA,NA,NA,NA
